inquiry_id,client_id,listing_id,inquiry_date,inquiry_channel,inquiry_status
1467,150,102,2023-07-24,email,open
1468,328,617,2022-03-16,website,closed
1469,671,933,2023-12-19,website,closed
1470,789,30,2023-06-07,referral,followed up
1471,953,45,2023-11-20,website,open
1472,658,392,2022-01-10,email,followed up
1473,188,382,2021-12-08,website,followed up
1474,511,102,2023-07-01,walk-in,open
1475,51,595,2024-03-08,website,followed up
1476,37,638,2021-08-23,phone,followed up
1477,67,593,2021-11-16,phone,followed up
1478,896,558,2023-08-17,email,open
1479,44,465,2022-03-07,website,open
1480,73,560,2024-07-14,walk-in,closed
1481,465,71,2021-11-11,website,followed up
1482,948,148,2024-07-27,email,closed
1483,993,904,2022-06-30,website,open
1484,133,829,2023-05-09,email,closed
1485,309,59,2022-06-17,phone,followed up
1486,218,37,2021-05-17,phone,closed
1487,811,192,2024-10-01,website,closed
1488,133,467,2022-01-17,walk-in,followed up
1489,899,266,2023-09-02,referral,closed
1490,721,31,2023-09-26,email,open
1491,634,29,2021-07-17,website,followed up
1492,368,822,2024-07-15,email,closed
1493,978,712,2023-09-03,website,closed
1494,581,999,2022-09-07,email,closed
1495,427,939,2021-09-11,website,closed
1496,255,853,2023-09-18,referral,open
1497,307,504,2024-09-09,email,followed up
1498,745,600,2021-06-24,website,followed up
1499,523,439,2023-08-03,phone,followed up
1500,136,493,2021-05-21,website,open
1501,264,49,2021-10-14,website,followed up
1502,797,788,2023-02-03,website,open
1503,632,749,2024-01-28,website,closed
1504,508,714,2024-06-11,website,followed up
1505,570,523,2022-09-06,website,open
1506,920,177,2024-12-02,email,followed up
1507,824,11,2022-09-12,email,followed up
1508,76,511,2023-12-19,website,followed up
1509,106,979,2022-08-20,website,followed up
1510,492,243,2022-12-12,website,followed up
1511,243,821,2024-04-30,referral,open
1512,545,542,2021-07-12,email,followed up
1513,465,432,2022-12-26,website,followed up
1514,621,399,2024-01-30,email,closed
1515,594,136,2023-10-24,website,closed
1516,646,535,2024-01-22,walk-in,open
1517,708,526,2023-03-25,phone,closed
1518,902,99,2021-10-13,website,followed up
1519,334,868,2021-05-31,referral,closed
1520,200,958,2024-01-26,website,open
1521,628,149,2023-03-17,website,closed
1522,679,894,2024-02-12,website,closed
1523,748,918,2022-06-29,phone,open
1524,358,457,2023-01-19,website,followed up
1525,395,437,2023-10-20,website,closed
1526,668,543,2021-07-29,phone,closed
1527,677,157,2022-04-08,website,closed
1528,747,260,2022-01-22,email,followed up
1529,105,34,2023-11-10,phone,open
1530,246,758,2022-06-29,email,closed
1531,606,785,2023-06-29,website,closed
1532,922,640,2024-06-18,email,closed
1533,845,574,2021-04-29,phone,closed
1534,788,296,2021-03-11,website,closed
1535,948,234,2023-01-19,website,open
1536,811,609,2022-06-13,website,closed
1537,901,374,2021-09-02,phone,followed up
1538,180,649,2022-11-07,website,closed
1539,78,936,2021-07-02,walk-in,closed
1540,54,448,2023-08-28,phone,closed
1541,218,696,2022-05-21,referral,closed
1542,317,998,2023-04-12,website,closed
1543,977,697,2022-08-20,email,followed up
1544,925,788,2023-04-13,referral,open
1545,917,624,2022-01-14,website,closed
1546,360,478,2024-01-24,website,followed up
1547,814,653,2022-01-09,website,closed
1548,380,931,2022-08-28,walk-in,open
1549,621,993,2024-07-29,email,open
1550,254,14,2022-07-16,website,closed
1551,414,23,2022-03-19,website,closed
1552,772,586,2023-12-06,email,closed
1553,917,52,2022-09-05,referral,followed up
1554,176,553,2023-09-29,email,open
1555,373,976,2021-07-02,phone,open
1556,269,937,2022-07-01,phone,closed
1557,122,524,2024-06-04,walk-in,open
1558,672,267,2021-06-18,phone,open
1559,803,706,2025-01-16,website,followed up
1560,355,3,2023-10-03,email,closed
1561,732,394,2024-08-05,phone,followed up
1562,939,621,2022-12-25,website,followed up
1563,610,643,2024-08-10,referral,followed up
1564,439,766,2024-02-06,phone,closed
1565,19,397,2023-08-23,website,closed
1566,841,51,2022-08-27,website,open
1567,225,846,2025-03-10,website,closed
1568,694,450,2023-01-15,website,followed up
1569,962,188,2022-11-27,email,closed
1570,376,487,2023-08-12,website,closed
1571,508,845,2024-10-20,email,closed
1572,449,202,2022-04-06,referral,followed up
1573,622,15,2024-03-13,walk-in,closed
1574,95,655,2024-02-20,website,followed up
1575,589,465,2021-10-12,referral,open
1576,710,828,2024-01-19,website,closed
1577,496,921,2023-08-10,website,followed up
1578,606,803,2021-04-28,phone,closed
1579,326,622,2021-07-03,website,closed
1580,288,197,2023-06-30,referral,followed up
1581,360,734,2025-01-09,website,followed up
1582,707,308,2022-12-06,email,followed up
1583,923,885,2022-10-07,website,closed
1584,373,753,2023-07-07,website,followed up
1585,984,482,2023-03-06,website,followed up
1586,177,686,2022-10-06,website,closed
1587,432,935,2024-04-26,phone,closed
1588,754,70,2021-09-23,walk-in,followed up
1589,528,615,2024-01-15,referral,followed up
1590,300,724,2021-12-30,phone,open
1591,192,799,2023-04-30,website,closed
1592,391,24,2024-01-20,walk-in,open
1593,823,514,2021-11-11,phone,followed up
1594,240,340,2021-08-17,phone,followed up
1595,706,436,2022-09-28,website,followed up
1596,177,238,2021-05-04,referral,followed up
1597,835,195,2025-01-07,phone,closed
1598,119,23,2022-03-16,email,followed up
1599,57,171,2023-06-06,walk-in,followed up
1600,754,292,2022-01-25,walk-in,closed
1601,76,899,2024-09-02,email,closed
1602,288,839,2022-09-24,website,closed
1603,307,614,2022-07-08,website,followed up
1604,997,84,2021-06-08,email,followed up
1605,653,953,2022-12-04,website,closed
1606,901,213,2021-07-30,phone,closed
1607,789,722,2021-10-31,walk-in,closed
1608,984,78,2023-02-03,website,closed
1609,147,499,2024-10-07,website,followed up
1610,448,405,2023-07-30,website,closed
1611,836,406,2021-10-08,website,open
1612,164,858,2021-05-07,referral,closed
1613,741,362,2023-01-10,referral,closed
1614,620,847,2023-08-14,email,followed up
1615,904,478,2023-09-17,website,followed up
1616,913,780,2024-02-29,referral,closed
1617,427,464,2023-08-04,website,open
1618,931,372,2021-06-22,phone,closed
1619,655,7,2021-11-30,referral,followed up
1620,349,850,2024-02-17,phone,open
1621,335,799,2023-04-23,email,followed up
1622,705,514,2021-12-13,website,closed
1623,624,912,2025-03-10,website,followed up
1624,70,904,2022-08-11,website,closed
1625,968,534,2023-02-17,phone,followed up
1626,141,297,2021-01-30,website,closed
1627,861,746,2022-11-04,email,closed
1628,884,244,2024-09-11,website,closed
1629,414,491,2023-07-04,website,open
1630,101,64,2024-10-29,website,closed
1631,673,919,2024-02-16,referral,closed
1632,655,908,2023-12-22,phone,open
1633,954,800,2024-01-05,website,followed up
1634,64,233,2022-05-30,phone,followed up
1635,274,156,2023-01-06,phone,closed
1636,939,571,2022-05-01,walk-in,open
1637,945,169,2021-09-01,phone,followed up
1638,207,659,2024-04-03,email,closed
1639,997,943,2021-06-25,website,open
1640,196,551,2021-09-11,website,followed up
1641,279,209,2022-10-17,website,open
1642,714,33,2024-08-04,email,closed
1643,58,709,2024-02-02,email,open
1644,761,289,2024-08-30,website,closed
1645,640,747,2021-07-14,website,followed up
1646,831,967,2022-04-27,phone,closed
1647,776,264,2024-11-13,website,closed
1648,953,685,2022-08-23,email,followed up
1649,738,563,2024-08-02,email,followed up
1650,16,352,2022-02-24,walk-in,followed up
1651,766,546,2024-04-03,email,closed
1652,285,433,2023-12-30,website,closed
1653,629,807,2023-10-01,email,followed up
1654,826,322,2022-03-04,phone,closed
1655,260,885,2022-09-04,website,followed up
1656,72,463,2022-10-13,referral,closed
1657,180,405,2023-07-28,website,followed up
1658,878,97,2023-07-08,walk-in,closed
1659,604,459,2022-09-02,website,closed
1660,655,286,2021-04-17,website,closed
1661,442,811,2024-09-13,walk-in,open
1662,762,145,2021-09-27,website,followed up
1663,654,776,2023-05-10,website,closed
1664,37,252,2023-05-04,website,closed
1665,294,245,2024-01-05,website,followed up
1666,226,111,2022-07-26,phone,followed up
1667,265,694,2023-07-30,walk-in,followed up
1668,723,33,2024-08-24,phone,open
1669,619,616,2024-08-03,email,open
1670,90,822,2024-08-16,referral,closed
1671,789,303,2021-09-18,phone,closed
1672,426,319,2024-04-26,walk-in,open
1673,646,4,2023-10-25,email,closed
1674,184,791,2022-01-14,referral,open
1675,76,232,2022-01-25,referral,open
1676,136,681,2021-11-28,phone,open
1677,640,283,2024-02-25,phone,closed
1678,1000,708,2024-03-05,email,followed up
1679,997,296,2021-03-12,website,followed up
1680,38,30,2023-05-13,website,followed up
1681,449,416,2022-08-23,website,followed up
1682,556,550,2023-12-16,website,closed
1683,597,101,2024-01-07,walk-in,open
1684,110,884,2023-04-20,website,closed
1685,177,360,2021-02-14,email,followed up
1686,221,72,2023-09-28,email,open
1687,35,922,2021-11-26,website,followed up
1688,330,722,2021-09-28,website,open
1689,873,759,2021-11-26,email,closed
1690,433,375,2023-02-12,phone,followed up
1691,397,257,2024-04-07,email,followed up
1692,870,426,2021-09-20,website,closed
1693,978,919,2023-07-18,email,followed up
1694,772,781,2023-02-07,email,open
1695,718,97,2023-06-29,website,followed up
1696,180,828,2024-03-01,website,followed up
1697,446,910,2021-06-06,walk-in,closed
1698,279,266,2023-09-26,website,open
1699,472,109,2023-06-17,website,followed up
1700,459,65,2021-09-27,website,open
1701,139,631,2024-10-04,phone,followed up
1702,705,250,2021-12-02,website,open
1703,608,227,2022-11-02,referral,closed
1704,605,646,2022-07-03,referral,closed
1705,200,34,2023-11-30,referral,open
1706,748,682,2024-03-30,website,followed up
1707,745,644,2022-07-27,website,followed up
1708,875,332,2024-03-08,website,closed
1709,247,800,2023-10-16,phone,open
1710,721,813,2024-01-06,website,open
1711,317,364,2023-11-10,referral,open
1712,109,124,2023-01-02,phone,followed up
1713,322,569,2023-04-16,phone,followed up
1714,712,113,2023-05-06,website,closed
1715,823,887,2023-08-23,website,open
1716,328,55,2022-06-15,phone,closed
1717,480,370,2022-07-16,email,closed
1718,786,936,2021-09-12,website,open
1719,974,70,2021-08-17,walk-in,closed
1720,646,574,2021-03-07,website,followed up
1721,433,295,2023-06-03,phone,followed up
1722,676,74,2021-05-03,email,followed up
1723,697,452,2024-11-18,website,closed
1724,178,565,2021-10-20,referral,followed up
1725,95,942,2024-01-28,referral,followed up
1726,610,935,2024-08-02,website,followed up
1727,24,47,2021-11-01,phone,closed
1728,91,775,2024-02-28,website,followed up
1729,496,178,2021-12-14,email,open
1730,799,905,2021-05-21,website,followed up
1731,437,853,2023-11-09,phone,open
1732,962,494,2021-06-04,website,closed
1733,57,588,2023-07-04,website,followed up
1734,508,78,2022-12-07,email,closed
1735,565,876,2022-04-14,website,followed up
1736,177,36,2024-06-22,email,followed up
1737,741,458,2023-01-07,referral,open
1738,743,11,2023-03-21,website,followed up
1739,726,35,2023-09-13,phone,followed up
1740,912,181,2022-03-25,email,open
1741,577,688,2021-10-15,website,followed up
1742,818,934,2024-09-03,website,followed up
1743,899,856,2022-07-15,phone,followed up
1744,143,396,2022-10-24,email,closed
1745,556,43,2022-04-27,website,followed up
1746,736,233,2022-10-23,website,followed up
1747,565,197,2023-07-30,website,closed
1748,426,146,2024-06-03,website,followed up
1749,559,933,2023-12-23,email,closed
1750,440,106,2021-07-11,walk-in,followed up
1751,718,262,2022-09-22,phone,closed
1752,596,780,2024-07-11,referral,closed
1753,321,239,2022-08-12,website,open
1754,292,881,2023-07-27,website,closed
1755,300,327,2022-05-23,website,open
1756,431,325,2024-04-19,referral,open
1757,317,404,2021-06-15,website,followed up
1758,572,174,2021-09-28,website,closed
1759,706,434,2024-05-25,website,followed up
1760,142,144,2024-06-08,website,followed up
1761,805,238,2021-03-08,email,followed up
1762,957,774,2023-08-05,referral,open
1763,293,332,2024-02-05,website,open
1764,994,812,2024-05-13,email,followed up
1765,712,537,2023-08-05,website,followed up
1766,976,793,2024-01-27,phone,followed up
1767,838,666,2021-10-28,website,followed up
1768,377,487,2023-10-04,website,closed
1769,958,886,2023-08-26,website,closed
1770,831,512,2022-05-05,email,closed
1771,318,466,2021-11-22,walk-in,open
1772,946,161,2022-07-23,email,closed
1773,716,893,2023-09-03,email,followed up
1774,668,329,2021-11-14,referral,followed up
1775,280,745,2024-10-22,phone,closed
1776,301,392,2022-03-02,referral,followed up
1777,845,938,2023-07-28,website,followed up
1778,440,717,2021-04-22,email,closed
1779,1000,5,2022-05-16,website,followed up
1780,400,31,2023-12-29,referral,followed up
1781,787,472,2021-11-15,website,followed up
1782,184,378,2022-10-30,website,followed up
1783,942,390,2023-12-20,referral,open
1784,741,545,2021-08-08,referral,closed
1785,462,993,2024-03-31,referral,followed up
1786,942,696,2022-07-10,website,followed up
1787,307,811,2024-10-27,phone,closed
1788,626,746,2022-12-13,website,closed
1789,358,458,2022-12-24,website,closed
1790,293,416,2022-08-08,email,followed up
1791,523,381,2024-07-30,walk-in,followed up
1792,850,389,2024-06-08,website,closed
1793,707,37,2021-06-03,walk-in,followed up
1794,699,638,2021-05-04,referral,open
1795,655,567,2022-01-23,email,closed
1796,262,525,2022-12-23,email,closed
1797,957,844,2022-10-02,email,followed up
1798,813,997,2022-03-12,website,open
1799,313,361,2021-08-15,website,open
1800,739,279,2022-07-22,website,closed
1801,917,75,2023-08-22,website,open
1802,747,64,2024-08-02,website,followed up
1803,448,965,2023-11-09,walk-in,closed
1804,335,177,2025-02-27,website,open
1805,498,780,2024-05-29,website,followed up
1806,830,248,2021-09-07,website,closed
1807,482,756,2023-04-22,walk-in,followed up
1808,912,873,2022-08-01,email,closed
1809,398,279,2022-12-06,phone,closed
1810,565,392,2022-02-22,walk-in,closed
1811,76,494,2021-04-26,website,followed up
1812,324,855,2021-08-13,email,open
1813,351,542,2021-04-22,website,closed
1814,13,326,2022-05-17,phone,closed
1815,900,48,2023-05-23,website,followed up
1816,681,230,2021-03-01,website,closed
1817,165,827,2021-12-16,referral,closed
1818,146,340,2021-09-15,website,followed up
1819,680,832,2021-12-20,email,followed up
1820,90,375,2022-11-25,phone,followed up
1821,326,890,2023-07-02,website,closed
1822,44,439,2023-04-12,email,closed
1823,133,908,2023-12-11,website,open
1824,797,477,2023-10-24,website,closed
1825,581,945,2022-09-27,website,followed up
1826,531,193,2024-11-11,referral,closed
1827,760,478,2023-09-04,website,closed
1828,613,697,2022-08-02,website,closed
1829,798,975,2022-11-18,phone,followed up
1830,369,295,2023-08-16,phone,followed up
1831,256,300,2023-01-01,website,followed up
1832,684,199,2024-07-11,phone,closed
1833,482,609,2022-06-14,website,followed up
1834,296,836,2023-03-31,phone,closed
1835,861,438,2024-11-30,email,open
1836,268,653,2022-04-16,walk-in,closed
1837,576,997,2022-04-25,website,followed up
1838,54,449,2023-09-18,phone,open
1839,694,858,2021-08-03,referral,followed up
1840,806,278,2022-08-11,website,closed
1841,416,310,2023-08-29,referral,closed
1842,330,644,2022-01-27,phone,open
1843,929,932,2023-09-08,email,closed
1844,238,537,2023-08-02,email,open
1845,750,631,2024-08-27,email,closed
1846,247,771,2021-06-07,website,closed
1847,134,995,2022-07-04,website,closed
1848,12,287,2023-05-04,email,followed up
1849,191,967,2022-08-28,website,followed up
1850,707,426,2021-11-28,website,closed
1851,874,133,2022-09-24,email,closed
1852,517,806,2025-01-31,walk-in,followed up
1853,360,323,2021-10-05,phone,open
1854,560,945,2022-09-12,website,closed
1855,657,85,2022-02-27,walk-in,open
1856,959,39,2022-03-11,email,followed up
1857,90,714,2024-04-24,phone,open
1858,429,932,2023-03-17,phone,closed
1859,627,501,2023-09-19,phone,followed up
1860,220,202,2022-04-09,phone,followed up
1861,987,389,2024-05-09,email,closed
1862,662,47,2021-11-29,website,followed up
1863,275,98,2024-08-17,website,open
1864,408,996,2022-05-23,email,open
1865,154,22,2023-03-07,email,followed up
1866,875,789,2024-04-21,referral,followed up
1867,114,188,2022-12-01,email,closed
1868,30,581,2024-09-29,email,followed up
1869,330,380,2022-04-04,email,closed
1870,220,627,2024-04-27,email,open
1871,330,213,2021-06-28,phone,open
1872,766,634,2022-06-10,website,closed
1873,379,810,2023-06-26,phone,open
1874,577,646,2022-06-22,referral,closed
1875,885,37,2021-06-15,website,followed up
1876,465,197,2023-05-26,walk-in,closed
1877,711,258,2022-10-05,website,followed up
1878,698,909,2023-07-18,phone,closed
1879,274,414,2024-05-16,email,followed up
1880,231,339,2021-06-21,email,followed up
1881,72,292,2022-01-26,website,followed up
1882,611,413,2022-03-10,email,closed
1883,531,37,2021-06-05,website,open
1884,128,502,2023-11-28,website,closed
1885,227,242,2021-12-07,phone,closed
1886,105,911,2024-07-03,referral,closed
1887,591,907,2023-08-21,website,open
1888,490,7,2021-06-21,email,closed
1889,141,188,2022-11-27,email,closed
1890,332,928,2022-08-16,email,closed
1891,111,344,2022-09-30,website,followed up
1892,490,382,2021-08-08,website,closed
1893,491,752,2021-09-14,email,followed up
1894,560,522,2022-03-30,website,open
1895,953,562,2021-12-18,website,open
1896,303,755,2022-10-24,website,closed
1897,751,515,2023-01-01,referral,open
1898,687,584,2024-08-16,website,closed
1899,990,359,2024-04-23,website,closed
1900,181,373,2023-08-21,website,followed up
1901,296,654,2022-08-20,website,followed up
1902,106,58,2023-04-15,phone,closed
1903,984,411,2024-04-27,website,open
1904,626,203,2023-04-19,website,followed up
1905,253,528,2021-06-18,referral,open
1906,710,600,2021-05-18,phone,followed up
1907,280,875,2021-03-13,website,open
1908,439,671,2024-03-24,website,open
1909,679,251,2023-08-01,website,closed
1910,439,174,2021-10-20,website,followed up
1911,826,458,2022-12-10,referral,open
1912,769,950,2023-01-17,phone,closed
1913,900,428,2024-01-20,phone,closed
1914,974,897,2024-03-07,website,open
1915,307,496,2021-10-04,referral,followed up
1916,420,651,2023-11-26,email,closed
1917,278,564,2022-03-18,website,closed
1918,212,612,2022-05-06,email,followed up
1919,959,669,2022-01-20,website,followed up
1920,749,715,2023-04-21,phone,closed
1921,498,268,2024-03-22,phone,followed up
1922,919,597,2023-11-04,website,closed
1923,57,807,2023-09-01,website,followed up
1924,946,660,2024-03-09,email,closed
1925,707,682,2024-04-14,website,followed up
1926,947,255,2023-02-12,website,closed
1927,548,94,2023-01-25,referral,closed
1928,326,859,2023-03-19,referral,followed up
1929,778,849,2023-04-10,website,open
1930,555,787,2022-07-04,website,closed
1931,286,674,2023-08-14,email,followed up
1932,523,673,2022-02-08,website,closed
1933,819,171,2023-04-30,email,followed up
1934,12,70,2021-10-15,phone,open
1935,798,729,2024-07-17,website,followed up
1936,708,568,2023-03-13,website,followed up
1937,143,818,2024-01-24,website,open
1938,988,326,2022-05-28,website,followed up
1939,278,370,2022-07-02,email,open
1940,519,429,2024-12-13,website,closed
1941,634,966,2021-11-24,phone,closed
1942,703,300,2022-12-05,website,open
1943,123,394,2024-07-04,website,open
1944,643,430,2022-10-08,website,open
1945,572,294,2021-10-13,referral,followed up
1946,677,714,2024-10-31,phone,followed up
1947,193,239,2022-12-21,website,followed up
1948,621,350,2022-11-27,website,open
1949,983,881,2023-08-07,phone,closed
1950,901,490,2021-08-07,walk-in,followed up
1951,629,481,2023-12-11,referral,closed
1952,939,113,2023-05-28,website,closed
1953,114,838,2023-06-20,phone,followed up
1954,301,631,2024-05-31,website,closed
1955,872,110,2024-06-27,referral,closed
1956,875,630,2023-01-11,website,open
1957,120,407,2024-10-23,email,closed
1958,644,382,2021-10-31,phone,closed
1959,736,28,2022-10-14,phone,closed
1960,393,546,2023-12-11,email,followed up
1961,861,992,2024-07-31,website,followed up
1962,755,93,2022-05-13,website,followed up
1963,315,157,2022-04-07,referral,closed
1964,318,334,2021-05-07,email,followed up
1965,33,818,2024-08-07,email,open
1966,438,764,2021-11-21,email,followed up
1967,368,904,2022-08-28,referral,followed up
1968,832,608,2022-06-12,referral,followed up
1969,968,323,2021-10-19,website,closed
1970,694,745,2024-04-08,website,closed
1971,345,731,2021-12-12,walk-in,open
1972,649,505,2021-11-05,email,followed up
1973,952,665,2024-08-02,walk-in,followed up
1974,916,851,2023-04-19,website,followed up
1975,181,45,2024-01-11,website,followed up
1976,610,807,2023-08-21,email,followed up
1977,936,651,2023-09-02,website,open
1978,628,625,2021-07-01,email,closed
1979,939,401,2023-06-24,email,closed
1980,805,964,2023-08-13,website,followed up
1981,687,602,2021-05-10,referral,open
1982,482,522,2022-07-24,website,followed up
1983,320,232,2022-01-10,website,followed up
1984,978,334,2021-05-15,website,followed up
1985,412,51,2022-08-19,referral,followed up
1986,398,817,2023-09-09,website,closed
1987,397,483,2023-04-06,phone,followed up
1988,904,733,2024-02-12,phone,followed up
1989,596,147,2021-11-05,phone,followed up
1990,819,97,2023-05-11,website,followed up
1991,840,829,2022-11-30,website,followed up
1992,1000,825,2022-08-21,email,followed up
1993,575,848,2024-04-14,phone,followed up
1994,676,976,2021-08-03,referral,followed up
1995,417,143,2023-06-30,website,open
1996,235,22,2023-06-15,website,closed
1997,694,873,2022-06-12,phone,followed up
1998,595,6,2023-01-03,website,open
1999,606,754,2024-01-30,website,closed
2000,268,642,2023-12-31,website,open
2001,819,626,2024-08-12,referral,closed
2002,382,347,2021-10-28,phone,followed up
2003,80,999,2022-09-17,email,closed
2004,974,421,2022-02-08,phone,followed up
2005,309,31,2023-12-03,website,closed
2006,637,625,2021-03-06,website,closed
2007,596,268,2024-05-14,website,followed up
2008,256,578,2021-03-31,phone,followed up
2009,375,717,2021-06-08,website,closed
2010,111,176,2022-01-07,email,closed
2011,338,682,2023-12-04,phone,closed
2012,508,81,2022-12-03,walk-in,open
2013,388,150,2024-06-10,phone,closed
2014,875,77,2024-10-30,referral,closed
2015,838,606,2024-09-12,phone,closed
2016,67,326,2022-04-06,phone,closed
2017,699,955,2021-08-13,referral,followed up
2018,335,233,2022-08-07,website,followed up
2019,854,312,2023-02-06,website,closed
2020,928,763,2021-08-12,email,closed
2021,975,33,2024-06-26,website,closed
2022,486,533,2022-10-11,phone,open
2023,324,255,2023-02-25,email,closed
2024,440,918,2022-10-12,phone,followed up
2025,789,834,2022-01-02,phone,followed up
2026,177,906,2022-05-03,email,closed
2027,945,219,2022-02-13,phone,closed
2028,465,112,2021-12-16,email,open
2029,460,810,2023-05-27,phone,open
2030,214,473,2024-04-19,email,closed
2031,814,426,2021-10-13,referral,followed up
2032,628,506,2024-07-11,website,closed
2033,327,178,2022-03-01,phone,closed
2034,346,216,2023-10-24,phone,followed up
2035,861,760,2022-05-03,phone,closed
2036,622,895,2022-11-21,email,closed
2037,284,549,2021-11-10,website,closed
2038,183,909,2023-10-05,website,followed up
2039,653,387,2023-07-31,website,open
2040,672,499,2025-01-08,phone,followed up
2041,606,361,2021-10-29,phone,closed
2042,226,955,2021-10-08,phone,open
2043,525,969,2024-03-13,email,followed up
2044,712,149,2023-03-02,website,open
2045,761,47,2021-10-27,referral,followed up
2046,305,700,2024-12-30,walk-in,closed
2047,361,884,2023-03-06,referral,followed up
2048,927,950,2023-04-23,email,open
2049,851,681,2021-10-20,email,closed
2050,180,370,2022-07-13,phone,open
2051,873,329,2021-06-28,website,followed up
2052,882,819,2021-04-27,website,followed up
2053,576,205,2024-06-09,website,followed up
2054,54,80,2023-01-11,phone,open
2055,797,108,2023-06-27,phone,followed up
2056,388,31,2023-12-24,phone,closed
2057,772,722,2021-11-01,website,followed up
2058,48,671,2024-05-02,website,closed
2059,966,907,2023-09-03,walk-in,closed
2060,874,745,2024-08-27,email,closed
2061,483,808,2022-03-18,email,followed up
2062,417,374,2021-08-10,referral,open
2063,382,699,2024-02-20,referral,closed
2064,697,994,2025-01-12,email,open
2065,188,829,2023-06-26,website,followed up
2066,811,310,2023-12-18,website,followed up
2067,622,377,2023-07-24,email,closed
2068,225,295,2023-08-06,website,closed
2069,876,669,2022-03-03,referral,open
2070,324,855,2021-06-19,phone,closed
2071,275,93,2022-05-08,website,followed up
2072,693,254,2021-09-11,phone,closed
2073,301,744,2021-08-28,phone,followed up
2074,54,426,2021-09-20,referral,followed up
2075,736,254,2021-06-08,website,closed
2076,556,522,2022-02-16,website,closed
2077,196,704,2022-06-06,email,open
2078,538,360,2021-03-30,referral,closed
2079,124,283,2024-02-19,website,followed up
2080,629,354,2024-08-25,email,closed
2081,212,361,2021-08-22,website,closed
2082,315,39,2022-04-06,referral,closed
2083,673,942,2024-01-18,website,open
2084,629,488,2021-08-21,phone,followed up
2085,927,957,2022-11-22,walk-in,closed
2086,149,164,2023-11-15,email,closed
2087,778,423,2022-07-14,referral,open
2088,495,266,2023-09-04,website,closed
2089,24,621,2022-12-13,website,open
2090,420,42,2024-08-10,website,followed up
2091,102,247,2022-06-18,website,closed
2092,398,515,2023-01-28,email,open
2093,141,363,2022-12-29,phone,open
2094,646,122,2021-03-01,walk-in,closed
2095,700,80,2022-12-29,website,closed
2096,851,84,2021-05-20,email,closed
2097,146,978,2025-02-18,phone,open
2098,622,203,2023-01-19,referral,closed
2099,119,608,2022-06-04,email,closed
2100,920,661,2024-03-24,walk-in,closed
2101,492,533,2022-10-25,website,closed
2102,208,473,2024-02-03,website,closed
2103,872,696,2022-06-07,referral,open
2104,761,648,2024-02-02,website,closed
2105,570,101,2023-10-18,email,closed
2106,271,354,2025-03-01,referral,closed
2107,328,293,2022-05-21,website,followed up
2108,625,279,2022-08-17,referral,closed
2109,109,72,2023-09-25,phone,followed up
2110,945,94,2022-12-31,website,followed up
2111,877,536,2023-04-19,email,closed
2112,739,139,2023-01-07,walk-in,closed
2113,783,890,2023-06-25,phone,closed
2114,445,868,2021-09-23,website,followed up
2115,303,933,2023-12-27,email,closed
2116,769,798,2023-12-25,phone,open
2117,476,290,2023-10-16,referral,followed up
2118,462,94,2023-02-09,email,closed
2119,749,283,2024-02-16,website,followed up
2120,1000,23,2022-03-16,email,followed up
2121,886,856,2022-07-07,walk-in,closed
2122,731,323,2021-10-21,phone,followed up
2123,504,338,2023-12-16,walk-in,followed up
2124,990,834,2021-12-15,website,open
2125,487,977,2024-05-07,phone,followed up
2126,121,522,2022-06-25,website,closed
2127,748,86,2023-07-16,phone,followed up
2128,544,915,2023-01-24,phone,open
2129,222,573,2022-01-23,website,open
2130,968,33,2024-03-24,phone,open
2131,71,468,2024-01-08,referral,closed
2132,184,78,2022-12-14,website,closed
2133,659,896,2023-03-03,website,closed
2134,528,562,2021-12-09,phone,closed
2135,266,748,2022-08-06,walk-in,followed up
2136,909,554,2025-03-07,phone,followed up
2137,114,570,2021-10-28,website,open
2138,560,372,2021-06-16,email,closed
2139,231,457,2022-11-02,email,open
2140,429,906,2022-04-30,phone,closed
2141,919,795,2021-12-21,website,followed up
2142,885,960,2022-04-02,website,closed
2143,751,963,2023-04-26,website,closed
2144,621,934,2024-08-28,email,followed up
2145,331,332,2024-03-13,website,closed
2146,154,852,2022-07-02,email,followed up
2147,322,78,2022-12-11,email,closed
2148,981,913,2021-08-04,email,closed
2149,676,746,2022-09-07,email,followed up
2150,388,903,2022-03-09,email,followed up
2151,922,85,2022-02-22,website,followed up
2152,268,274,2024-01-12,website,followed up
2153,984,171,2023-05-19,walk-in,followed up
2154,680,574,2021-04-28,website,followed up
2155,1000,408,2022-05-30,walk-in,closed
2156,805,223,2021-06-28,phone,followed up
2157,681,988,2023-10-30,referral,followed up
2158,15,699,2024-01-06,walk-in,closed
2159,504,700,2024-11-14,referral,followed up
2160,335,635,2021-05-07,walk-in,closed
2161,509,733,2024-01-28,website,followed up
2162,111,149,2023-06-01,phone,followed up
2163,449,997,2022-03-31,phone,closed
2164,861,332,2023-12-30,walk-in,closed
2165,240,696,2022-04-25,website,followed up
2166,901,633,2022-08-14,phone,closed
2167,187,899,2024-08-21,referral,closed
2168,757,971,2023-10-16,walk-in,followed up
2169,933,426,2021-09-09,website,open
2170,707,189,2021-10-08,website,closed
2171,165,424,2022-07-21,website,closed
2172,764,834,2021-11-15,referral,closed
2173,160,460,2024-05-10,website,followed up
2174,307,214,2024-11-06,website,closed
