property_id,neighborhood_id,street_address,city,state,zip_code,property_type,square_feet,bedrooms,bathrooms,year_built
720,1,219 Avery Spur,New York,NY,11101,condo,1035,1,2,1923
721,11,937 Vang Light,New York,NY,10014,co-op,1490,2,1,1944
722,15,4705 Sydney Trace,New York,NY,10463,condo,1972,4,3,1942
723,4,4845 Thomas Plains,New York,NY,10014,apartment,1740,3,2,2006
724,1,7425 Christopher Stream,New York,NY,10011,apartment,1645,2,2,1988
725,12,9215 Shawn Summit,New York,NY,10019,single-family home,2755,3,3,2005
726,18,3902 Allen Mountains,Jersey City,NJ,07310,townhouse,2921,5,2,2010
727,11,4722 Marcus Plaza,New York,NY,10301,condo,1412,2,3,1995
728,4,6835 Robinson Loop,New York,NY,11249,single-family home,2591,2,4,1997
729,8,891 Alex Crossroad,New York,NY,10001,condo,1290,2,3,2005
730,20,7269 Selena Mills,Montclair,NJ,07042,condo,920,1,2,1991
731,9,6035 Wayne Mountain,New York,NY,11215,single-family home,3394,5,3,1985
732,1,3228 Terry Loaf,New York,NY,11215,apartment,1350,2,1,2002
733,23,7363 Jon Crest,Bridgeport,CT,06604,single-family home,2852,3,3,1997
734,21,8428 Thompson Mission,Stamford,CT,06901,co-op,1654,3,2,1958
735,12,4339 Nash Canyon,New York,NY,10012,apartment,1113,1,2,1930
736,24,102 Burke Meadow,West Hartford,CT,06117,condo,1305,1,2,1969
737,20,664 Gloria Villages,Montclair,NJ,07042,duplex,2045,3,3,1951
738,1,4944 James Oval,New York,NY,10038,condo,1218,1,2,2011
739,23,1204 Adam Trail,Bridgeport,CT,06606,apartment,1532,3,1,1950
740,22,8539 Kelsey Cape,Greenwich,CT,06830,single-family home,3417,5,4,2010
741,15,8907 White Junctions,New York,NY,11102,duplex,2392,4,4,1961
742,12,5447 Perez Mills,New York,NY,10023,apartment,1316,2,2,1956
743,14,8701 Craig Dam,New York,NY,10038,apartment,961,1,2,1981
744,10,154 Joy Rapids,New York,NY,10011,townhouse,2934,4,2,1995
745,9,4004 Samuel Lakes,New York,NY,10002,apartment,1933,4,1,1997
746,5,1867 Smith Pine,New York,NY,10025,single-family home,2781,3,2,1942
747,11,414 Reid Coves,New York,NY,11101,apartment,1000,1,2,2015
748,20,8345 Wells Harbors,Montclair,NJ,07043,townhouse,2281,2,3,1972
749,20,5258 Grant Manors,Montclair,NJ,07042,single-family home,3224,4,3,1922
750,24,8824 Cameron Greens,West Hartford,CT,06119,apartment,1082,1,1,1910
751,19,3502 Wells Parkways,Hoboken,NJ,07030,apartment,1124,1,3,2016
752,12,7140 Rebecca Wells,New York,NY,11375,single-family home,3594,6,2,2014
753,2,2529 David Estates,New York,NY,10001,apartment,1958,3,3,1968
754,4,1443 Ashley Shores,New York,NY,10003,single-family home,3478,6,3,1916
755,11,9153 Sean Plains,New York,NY,10003,apartment,1284,2,2,1983
756,8,6688 Grant Neck,New York,NY,10025,co-op,1151,2,1,1967
757,18,5193 Tara Shoals,Jersey City,NJ,07302,townhouse,2371,3,2,1959
758,4,106 Brandi Crescent,New York,NY,11375,co-op,822,1,1,2002
759,17,9604 Jesse Drive,Jersey City,NJ,07302,co-op,1292,2,2,1999
760,2,8248 Anderson Squares,New York,NY,10011,single-family home,2504,2,4,1947
761,22,9947 Smith Circle,Greenwich,CT,06830,apartment,1258,2,2,1946
762,15,6259 Daniel Shores,New York,NY,10025,condo,1339,2,1,2015
763,4,2571 Richards Branch,New York,NY,11102,single-family home,3367,4,3,1938
764,18,8951 Beard Dam,Jersey City,NJ,07305,apartment,932,1,1,1991
765,22,6123 Mccall Wall,Greenwich,CT,06830,co-op,1472,2,2,1980
766,12,2029 Solis Field,New York,NY,10002,apartment,909,1,2,1910
767,23,8810 Mendoza Forest,Bridgeport,CT,06606,condo,1680,3,2,1920
768,4,5643 Gerald Plaza,New York,NY,10014,condo,1239,2,2,1962
769,2,8407 Dustin Crossroad,New York,NY,10012,condo,1249,2,2,1930
770,19,4150 Michelle Cliff,Hoboken,NJ,07030,townhouse,2911,4,3,1924
771,9,9304 Palmer Cliffs,New York,NY,10002,apartment,1444,3,2,2018
772,22,7567 John Terrace,Greenwich,CT,06830,co-op,1148,1,2,1947
773,18,1618 Franco Lake,Jersey City,NJ,07304,single-family home,2944,4,4,2002
774,21,5861 Maria Lodge,Stamford,CT,06901,single-family home,2994,5,4,1995
775,2,4681 Karen Canyon,New York,NY,11354,single-family home,2678,3,2,1918
776,5,7970 Norman Burgs,New York,NY,10036,condo,772,1,1,1952
777,13,9581 Emily Landing,New York,NY,10012,condo,1348,2,2,1982
778,8,5192 Cole Villages,New York,NY,10028,single-family home,2908,3,2,1931
779,8,3639 Kaitlyn Crossroad,New York,NY,10301,single-family home,2452,3,2,2004
780,12,5899 Mendez Turnpike,New York,NY,10012,co-op,1741,3,1,1996
781,21,7593 Lucas Throughway,Stamford,CT,06902,condo,1434,3,1,1955
782,12,9048 John Pike,New York,NY,10011,apartment,1463,3,1,1932
783,16,4607 Crawford Club,New York,NY,10012,single-family home,2783,4,4,1978
784,19,1262 Greene Mall,Hoboken,NJ,07030,condo,1500,2,2,1912
785,9,521 Anna Squares,New York,NY,11105,condo,1321,2,2,1984
786,15,3495 Kendra Canyon,New York,NY,10002,single-family home,2997,3,3,1980
787,17,7744 Ramirez Harbors,Jersey City,NJ,07304,single-family home,3366,5,3,1956
788,5,9670 Santos Junctions,New York,NY,11201,condo,1520,3,1,2019
789,20,8220 Huff Rapids,Montclair,NJ,07042,condo,1218,2,1,1960
790,23,3923 Calhoun Walk,Bridgeport,CT,06606,single-family home,3032,4,3,1997
791,22,2309 Dixon Lights,Greenwich,CT,06831,condo,1131,1,2,1930
792,11,2405 Taylor Course,New York,NY,11201,duplex,2690,4,2,2003
793,24,672 Hester Place,West Hartford,CT,06107,condo,904,1,2,2007
794,1,4341 John Grove,New York,NY,10024,condo,1604,3,2,1939
795,24,5928 Baxter Ranch,West Hartford,CT,06117,condo,908,1,1,1970
796,19,663 Lawrence Islands,Hoboken,NJ,07030,single-family home,3491,6,3,1923
797,21,4490 Ashlee Keys,Stamford,CT,06905,condo,832,1,3,1943
798,10,2858 Lee Isle,New York,NY,10025,condo,1699,3,2,1993
799,24,1285 Ramirez Rapid,West Hartford,CT,06119,apartment,1030,2,2,1942
800,17,8470 Santiago Field,Jersey City,NJ,07306,single-family home,3708,6,4,1955
801,20,7986 Leah Spurs,Montclair,NJ,07043,co-op,1411,3,1,2023
802,11,2286 Lee Spur,New York,NY,10036,condo,1843,4,1,1931
803,2,4610 Marquez Plaza,New York,NY,10014,co-op,953,1,1,1929
804,10,9873 Harris Mountain,New York,NY,10301,single-family home,3010,5,3,2014
805,8,5420 David Stream,New York,NY,11201,condo,1486,3,1,1924
806,5,7858 Little Ford,New York,NY,10014,duplex,2883,5,3,1985
807,11,6742 White Rue,New York,NY,10001,co-op,2055,4,3,1941
808,4,2649 Brooks Lock,New York,NY,10012,apartment,1562,3,2,1990
809,22,2416 Love Port,Greenwich,CT,06830,apartment,1499,2,3,1931
810,3,8474 Medina Drive,New York,NY,10025,duplex,2536,5,2,1986
811,3,315 Obrien Glen,New York,NY,11201,apartment,1783,4,1,2003
812,13,1414 Tammy Via,New York,NY,10014,apartment,675,1,3,1967
813,22,7901 Smith Field,Greenwich,CT,06830,single-family home,2133,2,3,1938
814,22,2348 Reilly Motorway,Greenwich,CT,06830,townhouse,2436,2,4,1989
815,23,2757 Dixon Manor,Bridgeport,CT,06606,apartment,1143,2,1,1997
816,13,9783 Joseph Meadow,New York,NY,11105,duplex,2284,3,2,1918
817,14,2176 Larson Mountains,New York,NY,10011,condo,1566,3,2,1912
818,18,8273 Hughes Crest,Jersey City,NJ,07306,apartment,1566,3,1,2015
819,8,2916 Herbert Lake,New York,NY,10038,condo,1890,4,3,1988
820,3,8716 Blake Cliff,New York,NY,11101,co-op,1144,2,3,2006
821,22,2145 Rodriguez Plain,Greenwich,CT,06830,condo,1202,2,3,2009
822,5,8563 Anderson Court,New York,NY,10028,apartment,731,0,2,1957
823,6,8690 Harris Shore,New York,NY,10028,apartment,972,1,2,1939
824,9,6256 Alejandro Junction,New York,NY,10024,duplex,2664,3,2,1985
825,7,9449 Mitchell Garden,New York,NY,10011,apartment,1121,2,3,1964
826,23,3819 Jeffrey Rapids,Bridgeport,CT,06604,apartment,1227,1,2,1946
827,14,6705 Reilly Knoll,New York,NY,10021,apartment,1446,2,2,1934
828,8,126 Edward Plaza,New York,NY,11105,apartment,1505,2,1,1976
829,23,3375 Farmer Extension,Bridgeport,CT,06606,condo,1034,2,2,2012
830,19,1756 Harris Ridges,Hoboken,NJ,07030,single-family home,3394,5,2,1964
831,13,4291 Stephanie Course,New York,NY,11102,single-family home,2755,3,3,1964
832,10,4524 Pacheco Crossing,New York,NY,10463,apartment,1869,3,1,1960
833,12,9055 John Lodge,New York,NY,11249,townhouse,2295,4,4,1981
834,23,9170 John Ridge,Bridgeport,CT,06606,townhouse,2703,3,2,1971
835,20,9474 Patricia Forges,Montclair,NJ,07043,condo,1700,3,2,2009
836,1,2272 Rodriguez Garden,New York,NY,10463,condo,1131,2,2,1925
837,18,2660 Graham Wall,Jersey City,NJ,07302,single-family home,3443,5,2,1937
838,23,5554 Griffin Fort,Bridgeport,CT,06606,single-family home,3040,5,3,1988
839,10,862 Melanie Lodge,New York,NY,10013,condo,948,1,1,1959
840,22,1502 Ramos Streets,Greenwich,CT,06830,co-op,1620,3,3,1970
841,8,1454 Jefferson Terrace,New York,NY,10003,townhouse,2371,2,2,1943
842,8,9988 Johnson Track,New York,NY,10002,condo,1397,2,1,2002
843,5,8546 Harris Spring,New York,NY,10022,apartment,860,1,2,2001
844,11,2881 Kim Wells,New York,NY,11375,single-family home,2640,3,2,1973
845,8,8499 Morris Parks,New York,NY,10022,single-family home,3058,4,4,1934
846,1,8461 Massey Rest,New York,NY,10301,duplex,2980,3,2,1939
847,15,600 Nathan Squares,New York,NY,10024,condo,1481,2,2,1940
848,6,1432 Carolyn Square,New York,NY,10021,condo,1282,2,2,2009
849,18,6484 Jackson Lodge,Jersey City,NJ,07306,condo,1615,3,1,1985
850,17,1134 Jeffery Knoll,Jersey City,NJ,07302,apartment,1069,1,2,1980
